C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_50_894.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_50_894.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_50_894.jpg, 0, 0, 0, 7.830413E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_51_613.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_51_613.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_51_613.jpg, 0, 0, 0, 7.90753E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_51_868.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_51_868.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_51_868.jpg, 0, 0, 0, 7.802824E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_52_122.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_52_122.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_52_122.jpg, 0, 0, 0, 7.890901E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_52_410.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_52_410.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_52_410.jpg, 0, 0, 0, 7.896033E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_52_661.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_52_661.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_52_661.jpg, 0, 0, 0, 7.957888E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_53_028.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_53_028.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_53_028.jpg, 0, 0, 0, 7.7927E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_53_293.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_53_293.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_53_293.jpg, 0, 0, 0, 7.805099E-05
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_53_654.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_53_654.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_53_654.jpg, 0, 1, 0, 3.875686
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_53_976.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_53_976.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_53_976.jpg, 0, 0.01824188, 0, 3.849736
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_54_248.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_54_248.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_54_248.jpg, 0, 0, 0, 3.751436
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_54_527.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_54_527.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_54_527.jpg, 0, 0, 0, 3.647001
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_54_828.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_54_828.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_54_828.jpg, 0, 0, 0, 3.53833
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_55_107.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_55_107.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_55_107.jpg, 0, 0.8394972, 0, 6.225865
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_55_406.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_55_406.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_55_406.jpg, 0, 0, 0, 6.084972
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_55_658.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_55_658.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_55_658.jpg, -0.7536351, 0, 0, 5.680789
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_55_927.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_55_927.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_55_927.jpg, 0, 0, 0, 5.437851
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_56_207.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_56_207.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_56_207.jpg, 0, 0, 0, 5.286117
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_56_546.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_56_546.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_56_546.jpg, 0, 0, 0, 5.114091
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_56_997.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_56_997.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_56_997.jpg, 0, 0, 0, 4.935884
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_57_289.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_57_289.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_57_289.jpg, 0, 0.8785673, 0, 7.896723
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_57_639.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_57_639.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_57_639.jpg, -1, 0, 0, 7.09731
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_57_944.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_57_944.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_57_944.jpg, -0.07454848, 0, 0, 6.731573
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_58_228.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_58_228.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_58_228.jpg, 0, 0, 0, 6.541672
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_58_615.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_58_615.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_58_615.jpg, 0, 0, 0, 6.31973
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_58_854.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_58_854.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_58_854.jpg, 0, 0, 0, 6.163233
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_59_179.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_59_179.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_59_179.jpg, 0, 0.9698131, 0, 9.614225
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_59_425.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_59_425.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_59_425.jpg, -0.7424151, 0.227398, 0, 9.70857
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_51_59_728.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_51_59_728.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_51_59_728.jpg, 0, 0, 0, 9.306942
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_52_00_005.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_52_00_005.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_52_00_005.jpg, 0, 0, 0, 9.042502
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_52_00_341.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_52_00_341.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_52_00_341.jpg, 0, 0, 0, 8.731514
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_52_00_710.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_52_00_710.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_52_00_710.jpg, 0, 1, 0, 11.95406
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_52_00_956.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_52_00_956.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_52_00_956.jpg, -0.7386272, 0.2613728, 0, 12.32766
C:\Users\Hesham\Desktop\IMG\center_2017_02_05_22_52_01_317.jpg, C:\Users\Hesham\Desktop\IMG\left_2017_02_05_22_52_01_317.jpg, C:\Users\Hesham\Desktop\IMG\right_2017_02_05_22_52_01_317.jpg, 0, 0, 0, 11.85107
